comb,flags,env,policy,best_rep,best_success,second_success,gap,mean_success_reps,series_n,series_mean,series_std,series_tail_mean,series_tail_std,series_max_dd
10,CD,teacup,rep,idm_learned,0.17613636363636365,0.11931818181818182,0.05681818181818182,0.1212121212121212,11,0.17613636363636365,0.13074356248868013,0.046875,0.015625,0.40625
11,ACD,teacup,rep,crtr_learned,0.22443181818181818,0.19318181818181818,0.03125,0.15246212121212122,11,0.22443181818181818,0.16090684384666243,0.109375,0.015625,0.4375
12,BD,teacup,rep,idm_learned,0.16193181818181818,0.12215909090909091,0.039772727272727265,0.12310606060606061,11,0.16193181818181818,0.11979073092220462,0.21875,0.0625,0.46875
13,ABD,teacup,rep,crtr_learned,0.20170454545454544,0.17045454545454544,0.03125,0.13825757575757575,11,0.20170454545454544,0.14187489760436106,0.125,0.09375,0.46875
14,CBD,teacup,rep,idm_learned,0.17613636363636365,0.11931818181818182,0.05681818181818182,0.1212121212121212,11,0.17613636363636365,0.13074356248868013,0.046875,0.015625,0.40625
15,ACBD,teacup,rep,crtr_learned,0.22443181818181818,0.19318181818181818,0.03125,0.15246212121212122,11,0.22443181818181818,0.16090684384666243,0.109375,0.015625,0.4375
0,-,teacup_large,raw,idm_learned,0.045454545454545456,0.03977272727272727,0.005681818181818184,0.029356060606060604,11,0.045454545454545456,0.05050110464383857,0.078125,0.078125,0.125
1,A,teacup_large,raw,coord_only,0.03977272727272727,0.03409090909090909,0.005681818181818184,0.028409090909090908,11,0.03977272727272727,0.046333825086079805,0.015625,0.015625,0.15625
2,C,teacup_large,raw,idm_learned,0.048295454545454544,0.03977272727272727,0.008522727272727272,0.028882575757575756,11,0.048295454545454544,0.05710156602909597,0.046875,0.046875,0.1875
3,AC,teacup_large,raw,idm_learned,0.048295454545454544,0.03977272727272727,0.008522727272727272,0.03077651515151515,11,0.048295454545454544,0.05050110464383857,0.046875,0.046875,0.15625
4,B,teacup_large,raw,idm_learned,0.045454545454545456,0.03977272727272727,0.005681818181818184,0.029356060606060604,11,0.045454545454545456,0.05050110464383857,0.078125,0.078125,0.125
5,AB,teacup_large,raw,coord_only,0.03977272727272727,0.03409090909090909,0.005681818181818184,0.028409090909090908,11,0.03977272727272727,0.046333825086079805,0.015625,0.015625,0.15625
6,CB,teacup_large,raw,idm_learned,0.048295454545454544,0.03977272727272727,0.008522727272727272,0.028882575757575756,11,0.048295454545454544,0.05710156602909597,0.046875,0.046875,0.1875
7,ACB,teacup_large,raw,idm_learned,0.048295454545454544,0.03977272727272727,0.008522727272727272,0.03077651515151515,11,0.048295454545454544,0.05050110464383857,0.046875,0.046875,0.15625
8,D,teacup_large,raw,idm_learned,0.14772727272727273,0.03977272727272727,0.10795454545454547,0.041193181818181816,11,0.14772727272727273,0.10499840120782006,0.21875,0.09375,0.1875
9,AD,teacup_large,raw,coord_only,0.03977272727272727,0.03977272727272727,0.0,0.029829545454545452,11,0.03977272727272727,0.03790245472763163,0.046875,0.046875,0.09375
10,CD,teacup_large,raw,crtr_learned,0.07102272727272728,0.028409090909090908,0.04261363636363637,0.030303030303030304,11,0.07102272727272728,0.08541645669530061,0.078125,0.015625,0.28125
11,ACD,teacup_large,raw,coord_only,0.03977272727272727,0.03409090909090909,0.005681818181818184,0.029356060606060608,11,0.03977272727272727,0.03790245472763163,0.046875,0.046875,0.09375
12,BD,teacup_large,raw,idm_learned,0.14772727272727273,0.03977272727272727,0.10795454545454547,0.041193181818181816,11,0.14772727272727273,0.10499840120782006,0.21875,0.09375,0.1875
13,ABD,teacup_large,raw,coord_only,0.03977272727272727,0.03977272727272727,0.0,0.029829545454545452,11,0.03977272727272727,0.03790245472763163,0.046875,0.046875,0.09375
14,CBD,teacup_large,raw,crtr_learned,0.07102272727272728,0.028409090909090908,0.04261363636363637,0.030303030303030304,11,0.07102272727272728,0.08541645669530061,0.078125,0.015625,0.28125
15,ACBD,teacup_large,raw,coord_only,0.03977272727272727,0.03409090909090909,0.005681818181818184,0.029356060606060608,11,0.03977272727272727,0.03790245472763163,0.046875,0.046875,0.09375
0,-,teacup_large,rep,idm_learned,0.045454545454545456,0.03409090909090909,0.011363636363636367,0.02888257575757576,11,0.045454545454545456,0.046853473018382504,0.09375,0.0625,0.125
1,A,teacup_large,rep,crtr_learned,0.03977272727272727,0.036931818181818184,0.0028409090909090884,0.024621212121212117,11,0.03977272727272727,0.04821182598999188,0.109375,0.046875,0.09375
2,C,teacup_large,rep,idm_online_joint,0.0625,0.03125,0.03125,0.03172348484848485,11,0.0625,0.054940567061970785,0.0625,0.0,0.09375
3,AC,teacup_large,rep,crtr_learned,0.045454545454545456,0.036931818181818184,0.008522727272727272,0.02888257575757576,11,0.045454545454545456,0.04289678656403835,0.0625,0.0625,0.125
4,B,teacup_large,rep,idm_learned,0.045454545454545456,0.03409090909090909,0.011363636363636367,0.02888257575757576,11,0.045454545454545456,0.046853473018382504,0.09375,0.0625,0.125
5,AB,teacup_large,rep,crtr_learned,0.03977272727272727,0.036931818181818184,0.0028409090909090884,0.024621212121212117,11,0.03977272727272727,0.04821182598999188,0.109375,0.046875,0.09375
6,CB,teacup_large,rep,idm_online_joint,0.0625,0.03125,0.03125,0.03172348484848485,11,0.0625,0.054940567061970785,0.0625,0.0,0.09375
7,ACB,teacup_large,rep,crtr_learned,0.045454545454545456,0.036931818181818184,0.008522727272727272,0.02888257575757576,11,0.045454545454545456,0.04289678656403835,0.0625,0.0625,0.125
8,D,teacup_large,rep,crtr_learned,0.045454545454545456,0.045454545454545456,0.0,0.031723484848484855,11,0.045454545454545456,0.055525057629807,0.015625,0.015625,0.15625
9,AD,teacup_large,rep,idm_learned,0.07386363636363637,0.045454545454545456,0.02840909090909091,0.029829545454545456,11,0.07386363636363637,0.0720941905707359,0.046875,0.046875,0.1875
10,CD,teacup_large,rep,idm_learned,0.07954545454545454,0.03409090909090909,0.045454545454545456,0.031249999999999997,11,0.07954545454545454,0.08774684779250284,0.0625,0.03125,0.3125
11,ACD,teacup_large,rep,crtr_learned,0.04261363636363636,0.03977272727272727,0.0028409090909090884,0.022727272727272724,11,0.04261363636363636,0.052074723806316364,0.109375,0.046875,0.125
12,BD,teacup_large,rep,crtr_learned,0.045454545454545456,0.045454545454545456,0.0,0.031723484848484855,11,0.045454545454545456,0.055525057629807,0.015625,0.015625,0.15625
13,ABD,teacup_large,rep,idm_learned,0.07386363636363637,0.045454545454545456,0.02840909090909091,0.029829545454545456,11,0.07386363636363637,0.0720941905707359,0.046875,0.046875,0.1875
14,CBD,teacup_large,rep,idm_learned,0.07954545454545454,0.03409090909090909,0.045454545454545456,0.031249999999999997,11,0.07954545454545454,0.08774684779250284,0.0625,0.03125,0.3125
15,ACBD,teacup_large,rep,crtr_learned,0.04261363636363636,0.03977272727272727,0.0028409090909090884,0.022727272727272724,11,0.04261363636363636,0.052074723806316364,0.109375,0.046875,0.125
